Frame,Time,Emotion,Score
1742,21:34:25,Happy,45
1743,21:34:25,Happy,53
1744,21:34:25,Neutral,20
1745,21:34:25,Happy,44
1746,21:34:25,Happy,56
1747,21:34:25,Neutral,20
1748,21:34:25,Neutral,20
1749,21:34:25,Neutral,20
1750,21:34:25,Neutral,20
1751,21:34:25,Neutral,20
1752,21:34:25,Neutral,20
1753,21:34:25,Neutral,20
1754,21:34:25,Neutral,20
1755,21:34:25,Neutral,20
1756,21:34:26,Neutral,20
1757,21:34:26,Neutral,20
1758,21:34:26,Neutral,20
1759,21:34:26,Neutral,20
1760,21:34:26,Neutral,20
1761,21:34:26,Neutral,20
1762,21:34:26,Neutral,20
1763,21:34:26,Neutral,20
1764,21:34:26,Angry,50
1765,21:34:26,Neutral,20
1766,21:34:26,Neutral,20
1767,21:34:26,Neutral,20
1768,21:34:26,Neutral,20
1769,21:34:26,Neutral,20
1770,21:34:26,Neutral,20
1771,21:34:26,Neutral,20
1772,21:34:26,Neutral,20
1773,21:34:26,Neutral,20
1774,21:34:27,Neutral,20
1775,21:34:27,Neutral,20
1776,21:34:27,Neutral,20
1777,21:34:27,Neutral,20
1778,21:34:27,Neutral,20
1779,21:34:27,Neutral,20
1780,21:34:27,Neutral,20
1781,21:34:27,Neutral,20
1782,21:34:27,Neutral,20
1783,21:34:27,Neutral,20
1784,21:34:27,Neutral,20
1785,21:34:27,Neutral,20
1786,21:34:27,Neutral,20
1787,21:34:27,Neutral,20
1788,21:34:27,Neutral,20
1789,21:34:27,Neutral,20
1790,21:34:27,Neutral,20
1791,21:34:27,Neutral,20
1792,21:34:27,Neutral,20
1793,21:34:28,Neutral,20
1794,21:34:28,Neutral,20
1795,21:34:28,Neutral,20
1796,21:34:28,Neutral,20
1797,21:34:28,Neutral,20
1798,21:34:28,Neutral,20
1799,21:34:28,Neutral,20
1800,21:34:28,Neutral,20
1801,21:34:28,Neutral,20
1802,21:34:28,Neutral,20
1803,21:34:28,Neutral,20
1804,21:34:28,Neutral,20
1805,21:34:28,Neutral,20
1806,21:34:28,Neutral,20
1807,21:34:28,Neutral,20
1808,21:34:28,Neutral,20
1809,21:34:28,Neutral,20
1810,21:34:28,Neutral,20
1811,21:34:28,Neutral,20
1812,21:34:29,Neutral,20
1813,21:34:29,Neutral,20
1814,21:34:29,Neutral,20
1815,21:34:29,Neutral,20
1816,21:34:29,Neutral,20
1817,21:34:29,Neutral,20
1818,21:34:29,Neutral,20
1819,21:34:29,Neutral,20
1820,21:34:29,Neutral,20
1821,21:34:29,Neutral,20
1822,21:34:29,Neutral,20
1823,21:34:29,Neutral,20
1824,21:34:29,Neutral,20
1825,21:34:29,Neutral,20
1826,21:34:29,Neutral,20
1827,21:34:29,Neutral,20
1828,21:34:29,Neutral,20
1829,21:34:29,Neutral,20
1830,21:34:29,Neutral,20
1831,21:34:29,Neutral,20
1832,21:34:29,Neutral,20
1833,21:34:29,Neutral,20
1834,21:34:30,Neutral,20
1835,21:34:30,Neutral,20
1836,21:34:30,Neutral,20
1837,21:34:30,Neutral,20
1838,21:34:30,Neutral,20
1839,21:34:30,Neutral,20
1840,21:34:30,Neutral,20
1841,21:34:30,Neutral,20
1842,21:34:30,Neutral,20
1843,21:34:30,Neutral,20
1844,21:34:30,Neutral,20
1845,21:34:30,Neutral,20
1846,21:34:30,Neutral,20
1847,21:34:30,Neutral,20
1848,21:34:30,Neutral,20
1849,21:34:30,Neutral,20
1850,21:34:30,Neutral,20
1851,21:34:30,Neutral,20
1852,21:34:31,Neutral,20
1853,21:34:31,Neutral,20
1854,21:34:31,Neutral,20
1855,21:34:31,Neutral,20
1856,21:34:31,Neutral,20
1857,21:34:31,Neutral,20
1858,21:34:31,Neutral,20
1859,21:34:31,Neutral,20
1860,21:34:31,Neutral,20
1861,21:34:31,Neutral,20
1862,21:34:31,Neutral,20
1863,21:34:31,Neutral,20
1864,21:34:31,Neutral,20
1865,21:34:31,Neutral,20
1866,21:34:31,Neutral,20
1867,21:34:31,Neutral,20
1868,21:34:32,Neutral,20
1869,21:34:32,Neutral,20
1870,21:34:32,Neutral,20
1871,21:34:32,Neutral,20
1872,21:34:32,Neutral,20
1873,21:34:32,Neutral,20
1874,21:34:32,Neutral,20
1875,21:34:32,Neutral,20
1876,21:34:32,Neutral,20
1877,21:34:32,Neutral,20
1878,21:34:32,Neutral,20
1879,21:34:32,Neutral,20
1880,21:34:32,Neutral,20
1881,21:34:32,Neutral,20
1882,21:34:32,Neutral,20
1883,21:34:32,Neutral,20
1884,21:34:32,Neutral,20
1885,21:34:32,Neutral,20
1886,21:34:32,Neutral,20
1887,21:34:33,Neutral,20
1888,21:34:33,Neutral,20
1889,21:34:33,Neutral,20
1890,21:34:33,Neutral,20
1891,21:34:33,Neutral,20
1892,21:34:33,Neutral,20
1893,21:34:33,Neutral,20
1894,21:34:33,Neutral,20
1895,21:34:33,Neutral,20
1896,21:34:33,Neutral,20
1897,21:34:33,Neutral,20
1898,21:34:33,Neutral,20
1899,21:34:33,Neutral,20
1900,21:34:33,Neutral,20
1901,21:34:33,Neutral,20
1902,21:34:33,Neutral,20
1903,21:34:33,Neutral,20
1904,21:34:33,Neutral,20
1905,21:34:33,Neutral,20
1906,21:34:33,Neutral,20
1907,21:34:34,Neutral,20
1908,21:34:34,Neutral,20
1909,21:34:34,Neutral,20
1910,21:34:34,Neutral,20
1911,21:34:34,Neutral,20
1912,21:34:34,Neutral,20
1913,21:34:34,Neutral,20
1914,21:34:34,Neutral,20
1915,21:34:34,Neutral,20
1916,21:34:34,Neutral,20
1917,21:34:34,Neutral,20
1918,21:34:34,Neutral,20
1919,21:34:34,Neutral,20
1920,21:34:34,Neutral,20
1921,21:34:34,Neutral,20
1922,21:34:34,Neutral,20
1923,21:34:34,Neutral,20
1924,21:34:34,Neutral,20
1925,21:34:35,Neutral,20
1926,21:34:35,Neutral,20
1927,21:34:35,Neutral,20
1928,21:34:35,Neutral,20
1929,21:34:35,Neutral,20
1930,21:34:35,Neutral,20
1931,21:34:35,Neutral,20
1932,21:34:35,Neutral,20
1933,21:34:35,Neutral,20
1934,21:34:35,Neutral,20
1935,21:34:35,Neutral,20
1936,21:34:35,Neutral,20
1937,21:34:35,Neutral,20
1938,21:34:35,Neutral,20
1939,21:34:35,Neutral,20
1940,21:34:35,Neutral,20
1941,21:34:35,Neutral,20
1942,21:34:35,Neutral,20
1943,21:34:35,Neutral,20
1944,21:34:35,Neutral,20
1945,21:34:36,Neutral,20
1946,21:34:36,Neutral,20
1947,21:34:36,Neutral,20
1948,21:34:36,Neutral,20
1949,21:34:36,Neutral,20
1950,21:34:36,Neutral,20
1951,21:34:36,Neutral,20
1952,21:34:36,Neutral,20
1953,21:34:36,Neutral,20
1954,21:34:36,Neutral,20
1955,21:34:36,Neutral,20
1956,21:34:36,Neutral,20
1957,21:34:36,Neutral,20
1958,21:34:36,Neutral,20
1959,21:34:36,Neutral,20
1960,21:34:36,Neutral,20
1961,21:34:36,Neutral,20
1962,21:34:36,Neutral,20
1963,21:34:36,Neutral,20
1964,21:34:37,Neutral,20
1965,21:34:37,Neutral,20
1966,21:34:37,Neutral,20
1967,21:34:37,Neutral,20
1968,21:34:37,Neutral,20
1969,21:34:37,Neutral,20
1970,21:34:37,Neutral,20
1971,21:34:37,Neutral,20
1972,21:34:37,Neutral,20
1973,21:34:37,Neutral,20
1974,21:34:37,Neutral,20
1975,21:34:37,Neutral,20
1976,21:34:37,Neutral,20
1977,21:34:37,Neutral,20
1978,21:34:37,Neutral,20
1979,21:34:37,Neutral,20
1980,21:34:37,Neutral,20
1981,21:34:37,Neutral,20
1982,21:34:37,Neutral,20
1983,21:34:37,Neutral,20
1984,21:34:37,Neutral,20
1985,21:34:38,Neutral,20
1986,21:34:38,Neutral,20
1987,21:34:38,Neutral,20
1988,21:34:38,Neutral,20
1989,21:34:38,Neutral,20
1990,21:34:38,Neutral,20
1991,21:34:38,Neutral,20
1992,21:34:38,Neutral,20
1993,21:34:38,Neutral,20
1994,21:34:38,Neutral,20
1995,21:34:38,Neutral,20
1996,21:34:38,Neutral,20
1997,21:34:38,Neutral,20
1998,21:34:38,Neutral,20
1999,21:34:38,Neutral,20
2000,21:34:38,Neutral,20
2001,21:34:38,Neutral,20
2002,21:34:38,Neutral,20
2003,21:34:38,Neutral,20
2004,21:34:38,Neutral,20
2005,21:34:39,Neutral,20
2006,21:34:39,Neutral,20
2007,21:34:39,Neutral,20
2008,21:34:39,Neutral,20
2009,21:34:39,Neutral,20
2010,21:34:39,Neutral,20
2011,21:34:39,Neutral,20
2012,21:34:39,Neutral,20
2013,21:34:39,Neutral,20
2014,21:34:39,Neutral,20
2015,21:34:39,Neutral,20
2016,21:34:39,Neutral,20
2017,21:34:39,Neutral,20
2018,21:34:39,Neutral,20
2019,21:34:39,Neutral,20
2020,21:34:39,Neutral,20
2021,21:34:39,Neutral,20
2022,21:34:39,Neutral,20
2023,21:34:39,Neutral,20
2024,21:34:39,Neutral,20
2025,21:34:40,Neutral,20
2026,21:34:40,Neutral,20
2027,21:34:40,Neutral,20
2028,21:34:40,Neutral,20
2029,21:34:40,Neutral,20
2030,21:34:40,Neutral,20
2031,21:34:40,Neutral,20
2032,21:34:40,Neutral,20
2033,21:34:40,Neutral,20
2034,21:34:40,Neutral,20
2035,21:34:40,Neutral,20
2036,21:34:40,Neutral,20
2037,21:34:40,Neutral,20
2038,21:34:40,Neutral,20
2039,21:34:40,Neutral,20
2040,21:34:40,Neutral,20
2041,21:34:40,Neutral,20
2042,21:34:40,Neutral,20
2043,21:34:40,Neutral,20
2044,21:34:41,Neutral,20
2045,21:34:41,Neutral,20
2046,21:34:41,Neutral,20
2047,21:34:41,Neutral,20
2048,21:34:41,Neutral,20
2049,21:34:41,Neutral,20
2050,21:34:41,Neutral,20
2051,21:34:41,Neutral,20
2052,21:34:41,Neutral,20
2053,21:34:41,Neutral,20
2054,21:34:41,Neutral,20
2055,21:34:41,Neutral,20
2056,21:34:41,Neutral,20
2057,21:34:41,Neutral,20
2058,21:34:41,Neutral,20
2059,21:34:41,Neutral,20
2060,21:34:41,Neutral,20
2061,21:34:41,Neutral,20
2062,21:34:41,Neutral,20
2063,21:34:42,Neutral,20
2064,21:34:42,Neutral,20
2065,21:34:42,Neutral,20
2066,21:34:42,Neutral,20
2067,21:34:42,Neutral,20
2068,21:34:42,Neutral,20
2069,21:34:42,Neutral,20
2070,21:34:42,Neutral,20
2071,21:34:42,Neutral,20
2072,21:34:42,Neutral,20
2073,21:34:42,Neutral,20
2074,21:34:42,Neutral,20
2075,21:34:42,Neutral,20
2076,21:34:42,Neutral,20
2077,21:34:42,Neutral,20
2078,21:34:42,Neutral,20
2079,21:34:42,Neutral,20
2080,21:34:42,Neutral,20
2081,21:34:42,Neutral,20
2082,21:34:43,Neutral,20
2083,21:34:43,Neutral,20
2084,21:34:43,Neutral,20
2085,21:34:43,Neutral,20
2086,21:34:43,Neutral,20
2087,21:34:43,Neutral,20
2088,21:34:43,Neutral,20
2089,21:34:43,Neutral,20
2090,21:34:43,Neutral,20
2091,21:34:43,Neutral,20
2092,21:34:43,Neutral,20
2093,21:34:43,Neutral,20
2094,21:34:43,Neutral,20
2095,21:34:43,Neutral,20
2096,21:34:43,Neutral,20
2097,21:34:43,Neutral,20
2098,21:34:43,Neutral,20
2099,21:34:43,Neutral,20
2100,21:34:43,Neutral,20
2101,21:34:43,Neutral,20
2102,21:34:43,Neutral,20
2103,21:34:44,Neutral,20
2104,21:34:44,Neutral,20
2105,21:34:44,Neutral,20
2106,21:34:44,Neutral,20
2107,21:34:44,Neutral,20
2108,21:34:44,Neutral,20
2109,21:34:44,Neutral,20
2110,21:34:44,Neutral,20
2111,21:34:44,Neutral,20
2112,21:34:44,Neutral,20
2113,21:34:44,Neutral,20
2114,21:34:44,Neutral,20
2115,21:34:44,Neutral,20
2116,21:34:44,Neutral,20
2117,21:34:44,Neutral,20
2118,21:34:44,Neutral,20
2119,21:34:44,Neutral,20
2120,21:34:44,Neutral,20
2121,21:34:44,Neutral,20
2122,21:34:45,Neutral,20
2123,21:34:45,Neutral,20
2124,21:34:45,Neutral,20
2125,21:34:45,Neutral,20
2126,21:34:45,Neutral,20
2127,21:34:45,Neutral,20
2128,21:34:45,Neutral,20
2129,21:34:45,Neutral,20
2130,21:34:45,Neutral,20
2131,21:34:45,Neutral,20
2132,21:34:45,Neutral,20
2133,21:34:45,Neutral,20
2134,21:34:45,Neutral,20
2135,21:34:45,Neutral,20
2136,21:34:45,Neutral,20
2137,21:34:45,Neutral,20
2138,21:34:45,Neutral,20
2139,21:34:46,Neutral,20
2140,21:34:46,Neutral,20
2141,21:34:46,Neutral,20
2142,21:34:46,Neutral,20
2143,21:34:46,Neutral,20
2144,21:34:46,Neutral,20
2145,21:34:46,Neutral,20
2146,21:34:46,Neutral,20
2147,21:34:46,Neutral,20
2148,21:34:46,Neutral,20
2149,21:34:46,Neutral,20
2150,21:34:46,Neutral,20
2151,21:34:46,Neutral,20
2152,21:34:46,Neutral,20
2153,21:34:46,Neutral,20
2154,21:34:46,Neutral,20
2155,21:34:46,Neutral,20
2156,21:34:46,Neutral,20
2157,21:34:46,Neutral,20
2158,21:34:47,Neutral,20
2159,21:34:47,Neutral,20
2160,21:34:47,Neutral,20
2161,21:34:47,Neutral,20
2162,21:34:47,Neutral,20
2163,21:34:47,Neutral,20
2164,21:34:47,Neutral,20
2165,21:34:47,Neutral,20
2166,21:34:47,Neutral,20
2167,21:34:47,Neutral,20
2168,21:34:47,Neutral,20
2169,21:34:47,Neutral,20
2170,21:34:47,Neutral,20
2171,21:34:47,Neutral,20
2172,21:34:47,Neutral,20
2173,21:34:47,Neutral,20
2174,21:34:47,Neutral,20
2175,21:34:47,Neutral,20
2176,21:34:47,Neutral,20
2177,21:34:47,Neutral,20
2178,21:34:47,Neutral,20
2179,21:34:47,Neutral,20
2180,21:34:48,Neutral,20
2181,21:34:48,Neutral,20
2182,21:34:48,Neutral,20
2183,21:34:48,Neutral,20
2184,21:34:48,Neutral,20
2185,21:34:48,Neutral,20
2186,21:34:48,Neutral,20
2187,21:34:48,Neutral,20
2188,21:34:48,Neutral,20
2189,21:34:48,Neutral,20
2190,21:34:48,Neutral,20
2191,21:34:48,Neutral,20
2192,21:34:48,Neutral,20
2193,21:34:48,Neutral,20
2194,21:34:48,Neutral,20
2195,21:34:48,Neutral,20
2196,21:34:48,Neutral,20
2197,21:34:48,Neutral,20
2198,21:34:48,Neutral,20
2199,21:34:49,Neutral,20
2200,21:34:49,Neutral,20
2201,21:34:49,Neutral,20
2202,21:34:49,Neutral,20
2203,21:34:49,Neutral,20
2204,21:34:49,Neutral,20
2205,21:34:49,Neutral,20
2206,21:34:49,Neutral,20
2207,21:34:49,Neutral,20
2208,21:34:49,Neutral,20
2209,21:34:49,Neutral,20
2210,21:34:49,Neutral,20
2211,21:34:49,Neutral,20
2212,21:34:49,Neutral,20
2213,21:34:49,Neutral,20
2214,21:34:49,Neutral,20
2215,21:34:49,Neutral,20
2216,21:34:49,Neutral,20
2217,21:34:50,Neutral,20
2218,21:34:50,Neutral,20
2219,21:34:50,Neutral,20
2220,21:34:50,Neutral,20
2221,21:34:50,Neutral,20
2222,21:34:50,Neutral,20
2223,21:34:50,Neutral,20
2224,21:34:50,Neutral,20
2225,21:34:50,Neutral,20
2226,21:34:50,Neutral,20
2227,21:34:50,Neutral,20
2228,21:34:50,Neutral,20
2229,21:34:50,Neutral,20
2230,21:34:50,Neutral,20
2231,21:34:50,Neutral,20
2232,21:34:50,Neutral,20
2233,21:34:50,Neutral,20
2234,21:34:50,Neutral,20
2235,21:34:50,Neutral,20
2236,21:34:51,Neutral,20
2237,21:34:51,Neutral,20
2238,21:34:51,Neutral,20
2239,21:34:51,Neutral,20
2240,21:34:51,Neutral,20
2241,21:34:51,Neutral,20
2242,21:34:51,Neutral,20
2243,21:34:51,Neutral,20
2244,21:34:51,Neutral,20
2245,21:34:51,Neutral,20
2246,21:34:51,Neutral,20
2247,21:34:51,Neutral,20
2248,21:34:51,Neutral,20
2249,21:34:51,Neutral,20
2250,21:34:51,Neutral,20
2251,21:34:51,Neutral,20
2252,21:34:51,Neutral,20
2253,21:34:51,Neutral,20
2254,21:34:52,Neutral,20
2255,21:34:52,Neutral,20
2256,21:34:52,Neutral,20
2257,21:34:52,Neutral,20
2258,21:34:52,Neutral,20
2259,21:34:52,Neutral,20
2260,21:34:52,Neutral,20
2261,21:34:52,Neutral,20
2262,21:34:52,Neutral,20
2263,21:34:52,Neutral,20
2264,21:34:52,Neutral,20
2265,21:34:52,Neutral,20
2266,21:34:52,Neutral,20
2267,21:34:52,Neutral,20
2268,21:34:52,Neutral,20
2269,21:34:52,Neutral,20
2270,21:34:52,Neutral,20
2271,21:34:52,Neutral,20
2272,21:34:52,Neutral,20
2273,21:34:52,Neutral,20
2274,21:34:53,Neutral,20
2275,21:34:53,Neutral,20
2276,21:34:53,Neutral,20
2277,21:34:53,Neutral,20
2278,21:34:53,Neutral,20
2279,21:34:53,Neutral,20
2280,21:34:53,Neutral,20
2281,21:34:53,Neutral,20
2282,21:34:53,Neutral,20
2283,21:34:53,Neutral,20
2284,21:34:53,Neutral,20
2285,21:34:53,Neutral,20
2286,21:34:53,Neutral,20
2287,21:34:53,Neutral,20
2288,21:34:53,Neutral,20
2289,21:34:53,Neutral,20
2290,21:34:53,Neutral,20
2291,21:34:53,Neutral,20
2292,21:34:53,Neutral,20
2293,21:34:54,Neutral,20
2294,21:34:54,Neutral,20
2295,21:34:54,Neutral,20
2296,21:34:54,Neutral,20
2297,21:34:54,Neutral,20
2298,21:34:54,Neutral,20
2299,21:34:54,Neutral,20
2300,21:34:54,Neutral,20
2301,21:34:54,Neutral,20
2302,21:34:54,Neutral,20
2303,21:34:54,Neutral,20
2304,21:34:54,Neutral,20
2305,21:34:54,Neutral,20
2306,21:34:54,Neutral,20
2307,21:34:54,Neutral,20
2308,21:34:54,Neutral,20
2309,21:34:54,Neutral,20
2310,21:34:54,Neutral,20
2311,21:34:54,Neutral,20
2312,21:34:54,Neutral,20
2313,21:34:54,Neutral,20
2314,21:34:54,Neutral,20
2315,21:34:55,Neutral,20
2316,21:34:55,Neutral,20
2317,21:34:55,Neutral,20
2318,21:34:55,Neutral,20
2319,21:34:55,Neutral,20
2320,21:34:55,Neutral,20
2321,21:34:55,Neutral,20
2322,21:34:55,Neutral,20
2323,21:34:55,Neutral,20
2324,21:34:55,Neutral,20
2325,21:34:55,Neutral,20
2326,21:34:55,Neutral,20
2327,21:34:55,Neutral,20
2328,21:34:55,Neutral,20
2329,21:34:55,Neutral,20
2330,21:34:55,Neutral,20
2331,21:34:55,Neutral,20
2332,21:34:55,Neutral,20
2333,21:34:55,Neutral,20
2334,21:34:56,Neutral,20
2335,21:34:56,Neutral,20
2336,21:34:56,Neutral,20
2337,21:34:56,Neutral,20
2338,21:34:56,Neutral,20
2339,21:34:56,Neutral,20
2340,21:34:56,Neutral,20
2341,21:34:56,Neutral,20
2342,21:34:56,Neutral,20
2343,21:34:56,Neutral,20
2344,21:34:56,Neutral,20
2345,21:34:56,Neutral,20
2346,21:34:56,Neutral,20
2347,21:34:56,Neutral,20
2348,21:34:56,Neutral,20
2349,21:34:56,Neutral,20
2350,21:34:56,Neutral,20
2351,21:34:56,Neutral,20
2352,21:34:57,Neutral,20
2353,21:34:57,Neutral,20
2354,21:34:57,Neutral,20
2355,21:34:57,Neutral,20
2356,21:34:57,Neutral,20
2357,21:34:57,Neutral,20
2358,21:34:57,Neutral,20
2359,21:34:57,Neutral,20
2360,21:34:57,Neutral,20
2361,21:34:57,Neutral,20
2362,21:34:57,Neutral,20
2363,21:34:57,Neutral,20
2364,21:34:57,Neutral,20
2365,21:34:57,Neutral,20
2366,21:34:57,Neutral,20
2367,21:34:57,Neutral,20
2368,21:34:57,Neutral,20
2369,21:34:57,Neutral,20
2370,21:34:57,Neutral,20
2371,21:34:58,Neutral,20
2372,21:34:58,Neutral,20
2373,21:34:58,Neutral,20
2374,21:34:58,Neutral,20
2375,21:34:58,Neutral,20
2376,21:34:58,Neutral,20
2377,21:34:58,Neutral,20
2378,21:34:58,Neutral,20
2379,21:34:58,Neutral,20
2380,21:34:58,Neutral,20
2381,21:34:58,Neutral,20
2382,21:34:58,Neutral,20
2383,21:34:58,Neutral,20
2384,21:34:58,Neutral,20
2385,21:34:58,Neutral,20
2386,21:34:58,Neutral,20
2387,21:34:58,Neutral,20
2388,21:34:58,Neutral,20
2389,21:34:58,Neutral,20
2390,21:34:59,Neutral,20
2391,21:34:59,Neutral,20
2392,21:34:59,Neutral,20
2393,21:34:59,Neutral,20
2394,21:34:59,Neutral,20
2395,21:34:59,Neutral,20
2396,21:34:59,Neutral,20
2397,21:34:59,Neutral,20
2398,21:34:59,Neutral,20
2399,21:34:59,Neutral,20
2400,21:34:59,Neutral,20
2401,21:34:59,Neutral,20
2402,21:34:59,Neutral,20
2403,21:34:59,Neutral,20
2404,21:34:59,Neutral,20
2405,21:34:59,Neutral,20
2406,21:34:59,Neutral,20
2407,21:34:59,Neutral,20
2408,21:34:59,Neutral,20
2409,21:35:00,Neutral,20
2410,21:35:00,Neutral,20
2411,21:35:00,Neutral,20
2412,21:35:00,Neutral,20
2413,21:35:00,Neutral,20
2414,21:35:00,Neutral,20
2415,21:35:00,Neutral,20
2416,21:35:00,Neutral,20
2417,21:35:00,Neutral,20
2418,21:35:00,Neutral,20
2419,21:35:00,Neutral,20
2420,21:35:00,Neutral,20
2421,21:35:00,Neutral,20
2422,21:35:00,Neutral,20
2423,21:35:00,Neutral,20
2424,21:35:00,Neutral,20
2425,21:35:00,Neutral,20
2426,21:35:00,Neutral,20
2427,21:35:00,Neutral,20
2428,21:35:00,Neutral,20
2429,21:35:01,Neutral,20
2430,21:35:01,Neutral,20
2431,21:35:01,Neutral,20
2432,21:35:01,Neutral,20
2433,21:35:01,Neutral,20
2434,21:35:01,Neutral,20
2435,21:35:01,Neutral,20
2436,21:35:01,Neutral,20
2437,21:35:01,Neutral,20
2438,21:35:01,Neutral,20
2439,21:35:01,Neutral,20
2440,21:35:01,Neutral,20
2441,21:35:01,Neutral,20
2442,21:35:01,Angry,50
2443,21:35:01,Angry,50
2444,21:35:01,Neutral,20
2445,21:35:01,Neutral,20
2446,21:35:01,Neutral,20
2447,21:35:01,Neutral,20
2448,21:35:02,Neutral,20
2449,21:35:02,Neutral,20
2450,21:35:02,Neutral,20
2451,21:35:02,Neutral,20
2452,21:35:02,Neutral,20
2453,21:35:02,Neutral,20
2454,21:35:02,Neutral,20
2455,21:35:02,Neutral,20
2456,21:35:02,Neutral,20
2457,21:35:02,Neutral,20
2458,21:35:02,Happy,42
2459,21:35:02,Happy,45
2460,21:35:02,Neutral,20
2461,21:35:02,Neutral,20
2462,21:35:02,Neutral,20
2463,21:35:02,Happy,45
2464,21:35:03,Happy,42
2465,21:35:03,Neutral,20
2466,21:35:03,Neutral,20
2467,21:35:03,Happy,43
2468,21:35:03,Neutral,20
2469,21:35:03,Neutral,20
2470,21:35:03,Neutral,20
2471,21:35:03,Neutral,20
2472,21:35:03,Neutral,20
2473,21:35:03,Neutral,20
2474,21:35:03,Neutral,20
2475,21:35:03,Neutral,20
2476,21:35:03,Neutral,20
2477,21:35:03,Neutral,20
2478,21:35:03,Neutral,20
2479,21:35:03,Neutral,20
2480,21:35:04,Neutral,20
2481,21:35:04,Neutral,20
2482,21:35:04,Happy,44
2483,21:35:04,Happy,43
2484,21:35:04,Neutral,20
2485,21:35:04,Neutral,20
2486,21:35:04,Neutral,20
2487,21:35:04,Happy,41
2488,21:35:04,Happy,41
2489,21:35:04,Neutral,20
2490,21:35:04,Neutral,20
2491,21:35:04,Happy,44
2492,21:35:04,Neutral,20
2493,21:35:04,Happy,41
2494,21:35:04,Happy,42
2495,21:35:04,Neutral,20
2496,21:35:05,Happy,44
2497,21:35:05,Neutral,20
2498,21:35:05,Happy,42
2499,21:35:05,Neutral,20
2500,21:35:05,Neutral,20
2501,21:35:05,Happy,41
2502,21:35:05,Neutral,20
2503,21:35:05,Neutral,20
2504,21:35:05,Neutral,20
2505,21:35:05,Neutral,20
2506,21:35:05,Neutral,20
2507,21:35:05,Neutral,20
2508,21:35:05,Neutral,20
2509,21:35:05,Neutral,20
2510,21:35:05,Neutral,20
2511,21:35:05,Neutral,20
2512,21:35:06,Neutral,20
2513,21:35:06,Neutral,20
2514,21:35:06,Neutral,20
2515,21:35:06,Neutral,20
2516,21:35:06,Neutral,20
2517,21:35:06,Happy,44
2518,21:35:06,Neutral,20
2519,21:35:06,Happy,41
2520,21:35:06,Neutral,20
2521,21:35:06,Happy,41
2522,21:35:06,Happy,45
2523,21:35:06,Neutral,20
2524,21:35:06,Neutral,20
2525,21:35:06,Happy,41
2526,21:35:06,Neutral,20
2527,21:35:06,Neutral,20
2528,21:35:06,Neutral,20
2529,21:35:07,Neutral,20
2530,21:35:07,Neutral,20
2531,21:35:07,Neutral,20
2532,21:35:07,Neutral,20
2533,21:35:07,Neutral,20
2534,21:35:07,Neutral,20
2535,21:35:07,Happy,44
2536,21:35:07,Neutral,20
2537,21:35:07,Happy,44
2538,21:35:07,Neutral,20
2539,21:35:07,Happy,44
2540,21:35:07,Neutral,20
2541,21:35:07,Happy,44
2542,21:35:07,Neutral,20
2543,21:35:07,Neutral,20
2544,21:35:07,Happy,42
2545,21:35:07,Neutral,20
2546,21:35:07,Happy,42
2547,21:35:08,Neutral,20
2548,21:35:08,Neutral,20
2549,21:35:08,Neutral,20
2550,21:35:08,Neutral,20
2551,21:35:08,Happy,41
2552,21:35:08,Neutral,20
2553,21:35:08,Neutral,20
2554,21:35:08,Happy,41
2555,21:35:08,Happy,44
2556,21:35:08,Happy,44
2557,21:35:08,Neutral,20
2558,21:35:08,Happy,42
2559,21:35:08,Neutral,20
2560,21:35:08,Neutral,20
2561,21:35:08,Neutral,20
2562,21:35:08,Neutral,20
2563,21:35:08,Happy,44
2564,21:35:08,Neutral,20
2565,21:35:08,Happy,41
2566,21:35:08,Neutral,20
